Date,Value
1989-04-13,17.88
1989-04-14,17.88
1989-04-15,17.88
1989-04-16,17.88
1989-04-17,17.88
1989-04-18,17.88
1989-04-19,17.88
1989-04-20,17.88
1989-04-21,17.88
1989-04-22,17.88
1989-04-23,17.88
1989-04-24,17.88
1989-04-25,17.88
1989-04-26,17.88
1989-04-27,17.88
1989-04-28,17.88
1989-04-29,17.88
1989-04-30,17.88
1989-05-01,27.24
1989-05-02,27.24
1989-05-03,27.24
1989-05-04,27.24
1989-05-05,27.24
1989-05-06,27.24
1989-05-07,27.24
1989-05-08,27.24
1989-05-09,27.24
1989-05-10,27.24
1989-05-11,27.24
1989-05-12,27.24
1989-05-13,27.24
1989-05-14,27.24
1989-05-15,27.24
1989-05-16,27.24
1989-05-17,27.24
1989-05-18,27.24
1989-05-19,27.24
1989-05-20,27.24
1989-05-21,27.24
1989-05-22,27.24
1989-05-23,27.24
1989-05-24,27.24
1989-05-25,27.24
1989-05-26,27.24
1989-05-27,27.24
1989-05-28,27.24
1989-05-29,27.24
1989-05-30,27.24
1989-05-31,27.24
1989-06-01,33.47
1989-06-02,33.47
1989-06-03,33.47
1989-06-04,33.47
1989-06-05,33.47
1989-06-06,33.47
1989-06-07,33.47
1989-06-08,33.47
1989-06-09,33.47
1989-06-10,33.47
1989-06-11,33.47
1989-06-12,33.47
1989-06-13,33.47
1989-06-14,33.47
1989-06-15,33.47
1989-06-16,33.47
1989-06-17,33.47
1989-06-18,33.47
1989-06-19,33.47
1989-06-20,33.47
1989-06-21,33.47
1989-06-22,33.47
1989-06-23,33.47
1989-06-24,33.47
1989-06-25,33.47
1989-06-26,33.99
1989-06-27,37.85
1989-06-28,37.85
1989-06-29,37.85
1989-06-30,34.83
1989-07-01,50.53
1989-07-02,50.53
1989-07-03,50.53
1989-07-04,50.53
1989-07-05,50.53
1989-07-06,50.53
1989-07-07,50.53
1989-07-08,50.53
1989-07-09,56.45
1989-07-10,56.47
1989-07-11,56.48
1989-07-12,56.52
1989-07-13,56.53
1989-07-14,56.47
1989-07-15,56.5
1989-07-16,56.73
1989-07-17,57.57
1989-07-18,57.99
1989-07-19,57.94
1989-07-20,57.96
1989-07-21,57.98
1989-07-22,58.04
1989-07-23,58
1989-07-24,58.1
1989-07-25,57.97
1989-07-26,58.11
1989-07-27,58
1989-07-28,58.15
1989-07-29,57.99
1989-07-30,58.07
1989-07-31,58.04
1989-08-01,53.97
1989-08-02,56.23
1989-08-03,56.24
1989-08-04,56.24
1989-08-05,56.25
1989-08-06,56.25
1989-08-07,56.25
1989-08-08,56.26
1989-08-09,56.26
1989-08-10,56.25
1989-08-11,56.26
1989-08-12,56.26
1989-08-13,56.26
1989-08-14,56.23
1989-08-15,56.26
1989-08-16,54.85
1989-08-17,54.85
1989-08-18,54.85
1989-08-19,54.85
1989-08-20,54.85
1989-08-21,54.85
1989-08-22,54.85
1989-08-23,54.85
1989-08-24,54.85
1989-08-25,54.85
1989-08-26,54.85
1989-08-27,54.85
1989-08-28,54.85
1989-08-29,54.85
1989-08-30,54.85
1989-08-31,54.85
1989-09-01,40.85
1989-09-02,40.85
1989-09-03,40.85
1989-09-04,40.85
1989-09-05,40.85
1989-09-06,40.85
1989-09-07,40.85
1989-09-08,40.85
1989-09-09,40.85
1989-09-10,40.85
1989-09-11,37.19
1989-09-12,36.42
1989-09-13,36.42
1989-09-14,36.42
1989-09-15,36.42
1989-09-16,36.42
1989-09-17,36.42
1989-09-18,36.42
1989-09-19,36.42
1989-09-20,36.42
1989-09-21,36.42
1989-09-22,36.42
1989-09-23,36.42
1989-09-24,36.42
1989-09-25,36.42
1989-09-26,36.42
1989-09-27,36.42
1989-09-28,36.42
1989-09-29,36.42
1989-09-30,36.42
1989-10-01,21.17
1989-10-02,21.17
1989-10-03,21.17
1989-10-04,21.17
1989-10-05,21.17
1989-10-06,21.17
1989-10-07,21.17
1989-10-08,21.17
1989-10-09,21.17
1989-10-10,21.17
1989-10-11,21.17
1989-10-12,21.17
1989-10-13,21.17
1989-10-14,21.17
1989-10-15,21.17
1989-10-16,21.17
1989-10-17,21.17
1989-10-18,21.17
1989-10-19,21.17
1989-10-20,21.17
1989-10-21,21.17
1989-10-22,21.17
1989-10-23,21.17
1989-10-24,21.17
1989-10-25,21.17
1989-10-26,21.17
1989-10-27,21.17
1989-10-28,21.17
1989-10-29,21.17
1989-10-30,21.17
1989-10-31,21.17
1989-11-01,18.05
1989-11-02,18.05
1989-11-03,18.05
1989-11-04,18.05
1989-11-05,18.05
1989-11-06,18.05
1989-11-07,18.05
1989-11-08,18.05
1989-11-09,18.05
1989-11-10,18.05
1989-11-11,18.05
1989-11-12,18.05
1989-11-13,18.05
1989-11-14,18.05
1989-11-15,18.05
1989-11-16,18.05
1989-11-17,18.05
1989-11-18,18.05
1989-11-19,18.05
1989-11-20,18.05
1989-11-21,18.05
1989-11-22,18.05
1989-11-23,18.05
1989-11-24,18.05
1989-11-25,18.05
1989-11-26,18.05
1989-11-27,18.05
1989-11-28,18.05
1989-11-29,18.05
1989-11-30,18.05
1989-12-01,17.39
1989-12-02,17.39
1989-12-03,17.39
1989-12-04,17.39
1989-12-05,17.39
1989-12-06,17.39
1989-12-07,17.39
1989-12-08,17.39
1989-12-09,17.39
1989-12-10,17.39
1989-12-11,17.39
1989-12-12,17.39
1989-12-13,17.39
1989-12-14,17.39
1989-12-15,17.39
1989-12-16,17.39
1989-12-17,17.39
1989-12-18,17.39
1989-12-19,17.39
1989-12-20,17.39
1989-12-21,17.39
1989-12-22,17.39
1989-12-23,17.39
1989-12-24,17.39
1989-12-25,17.39
1989-12-26,17.39
1989-12-27,17.39
1989-12-28,17.39
1989-12-29,17.39
1989-12-30,17.39
1989-12-31,17.39
1990-01-01,17.39
1990-01-02,17.39
1990-01-03,17.39
1990-01-04,17.39
1990-01-05,17.39
1990-01-06,17.39
1990-01-07,17.39
1990-01-08,17.39
1990-01-09,17.39
1990-01-10,17.39
1990-01-11,17.39
1990-01-12,17.39
1990-01-13,17.39
1990-01-14,17.39
1990-01-15,17.39
1990-01-16,17.39
1990-01-17,17.39
1990-01-18,17.39
1990-01-19,17.39
1990-01-20,17.39
1990-01-21,17.39
1990-01-22,17.39
1990-01-23,17.39
1990-01-24,17.39
1990-01-25,17.39
1990-01-26,17.39
1990-01-27,17.39
1990-01-28,17.39
1990-01-29,17.39
1990-01-30,17.39
1990-01-31,17.39
1990-02-01,18.38
1990-02-02,18.38
1990-02-03,18.38
1990-02-04,18.38
1990-02-05,18.38
1990-02-06,18.38
1990-02-07,18.38
1990-02-08,18.38
1990-02-09,18.38
1990-02-10,18.38
1990-02-11,18.38
1990-02-12,18.38
1990-02-13,18.38
1990-02-14,18.38
1990-02-15,18.38
1990-02-16,18.38
1990-02-17,18.38
1990-02-18,18.38
1990-02-19,18.38
1990-02-20,18.38
1990-02-21,18.38
1990-02-22,18.38
1990-02-23,18.38
1990-02-24,18.38
1990-02-25,18.38
1990-02-26,18.38
1990-02-27,18.38
1990-02-28,18.38
1990-03-01,17.88
1990-03-02,17.88
1990-03-03,17.88
1990-03-04,17.88
1990-03-05,17.88
1990-03-06,17.88
1990-03-07,17.88
1990-03-08,17.88
1990-03-09,17.88
1990-03-10,17.88
1990-03-11,17.88
1990-03-12,17.88
1990-03-13,17.88
1990-03-14,17.88
1990-03-15,17.88
1990-03-16,17.88
1990-03-17,17.88
1990-03-18,17.88
1990-03-19,17.88
1990-03-20,17.88
1990-03-21,17.88
1990-03-22,17.88
1990-03-23,17.88
1990-03-24,17.88
1990-03-25,17.88
1990-03-26,17.88
1990-03-27,17.88
1990-03-28,17.88
1990-03-29,17.88
1990-03-30,17.88
1990-03-31,17.88
1990-04-01,17.88
1990-04-02,17.88
1990-04-03,17.88
1990-04-04,17.88
1990-04-05,17.88
1990-04-06,17.88
1990-04-07,17.88
1990-04-08,17.88
1990-04-09,17.88
1990-04-10,17.88
1990-04-11,17.88
1990-04-12,17.88
1990-04-13,17.88
1990-04-14,17.88
1990-04-15,17.88
1990-04-16,17.88
1990-04-17,17.88
1990-04-18,17.88
1990-04-19,17.88
1990-04-20,17.88
1990-04-21,17.88
1990-04-22,17.88
1990-04-23,17.88
1990-04-24,17.88
1990-04-25,17.88
1990-04-26,17.88
1990-04-27,17.88
1990-04-28,17.88
1990-04-29,17.88
1990-04-30,17.88
1990-05-01,27.24
1990-05-02,27.24
1990-05-03,27.24
1990-05-04,27.24
1990-05-05,27.24
1990-05-06,27.24
1990-05-07,27.24
1990-05-08,27.24
1990-05-09,27.24
1990-05-10,27.24
1990-05-11,27.24
1990-05-12,27.24
1990-05-13,27.24
1990-05-14,27.24
1990-05-15,27.24
1990-05-16,27.24
1990-05-17,27.24
1990-05-18,27.24
1990-05-19,27.24
1990-05-20,27.24
1990-05-21,27.24
1990-05-22,27.24
1990-05-23,27.24
1990-05-24,27.24
1990-05-25,27.24
1990-05-26,27.24
1990-05-27,27.24
1990-05-28,27.24
1990-05-29,27.24
1990-05-30,27.24
1990-05-31,27.24
1990-06-01,33.47
1990-06-02,33.47
1990-06-03,33.47
1990-06-04,33.47
1990-06-05,33.47
1990-06-06,33.47
1990-06-07,33.47
1990-06-08,33.47
1990-06-09,33.47
1990-06-10,33.47
1990-06-11,33.47
1990-06-12,33.47
1990-06-13,33.47
1990-06-14,33.47
1990-06-15,33.47
1990-06-16,33.47
1990-06-17,33.47
1990-06-18,33.47
1990-06-19,33.47
1990-06-20,33.47
1990-06-21,33.47
1990-06-22,33.47
1990-06-23,33.47
1990-06-24,33.47
1990-06-25,33.47
1990-06-26,33.47
1990-06-27,37.85
1990-06-28,37.85
1990-06-29,37.85
1990-06-30,37.28
1990-07-01,52
1990-07-02,52
1990-07-03,52
1990-07-04,52
1990-07-05,50.53
1990-07-06,50.53
1990-07-07,50.53
1990-07-08,50.53
1990-07-09,50.53
1990-07-10,50.53
1990-07-11,50.53
1990-07-12,52
1990-07-13,52
1990-07-14,52
1990-07-15,52
1990-07-16,52
1990-07-17,52
1990-07-18,52
1990-07-19,52
1990-07-20,52
1990-07-21,52
1990-07-22,52
1990-07-23,52
1990-07-24,52
1990-07-25,52
1990-07-26,52
1990-07-27,52
1990-07-28,52
1990-07-29,53.78
1990-07-30,57.89
1990-07-31,58.09
1990-08-01,52.55
1990-08-02,56.26
1990-08-03,56.26
1990-08-04,56.26
1990-08-05,56.26
1990-08-06,56.26
1990-08-07,56.26
1990-08-08,56.26
1990-08-09,56.26
1990-08-10,56.26
1990-08-11,55.1
1990-08-12,54.84
1990-08-13,54.84
1990-08-14,54.85
1990-08-15,54.85
1990-08-16,54.85
1990-08-17,54.85
1990-08-18,54.85
1990-08-19,54.85
1990-08-20,54.85
1990-08-21,54.85
1990-08-22,54.85
1990-08-23,54.85
1990-08-24,54.85
1990-08-25,54.85
1990-08-26,54.85
1990-08-27,54.85
1990-08-28,54.85
1990-08-29,54.85
1990-08-30,54.85
1990-08-31,54.85
1990-09-01,40.85
1990-09-02,40.85
1990-09-03,40.85
1990-09-04,40.85
1990-09-05,40.85
1990-09-06,40.85
1990-09-07,40.85
1990-09-08,40.85
1990-09-09,40.53
1990-09-10,40.78
1990-09-11,42.06
1990-09-12,42.06
1990-09-13,42.06
1990-09-14,42.06
1990-09-15,42.06
1990-09-16,42.06
1990-09-17,42.06
1990-09-18,42.06
1990-09-19,42.06
1990-09-20,40.85
1990-09-21,40.75
1990-09-22,42.06
1990-09-23,42.06
1990-09-24,42.06
1990-09-25,42.06
1990-09-26,41.45
1990-09-27,40.85
1990-09-28,40.85
1990-09-29,40.85
1990-09-30,40.85
1990-10-01,22.32
1990-10-02,22.32
1990-10-03,22.32
1990-10-04,22.32
1990-10-05,22.32
1990-10-06,22.32
1990-10-07,22.32
1990-10-08,22.32
1990-10-09,22.32
1990-10-10,22.32
1990-10-11,21.17
1990-10-12,21.17
1990-10-13,21.17
1990-10-14,21.17
1990-10-15,21.17
1990-10-16,21.17
1990-10-17,21.17
1990-10-18,21.17
1990-10-19,21.17
1990-10-20,21.17
1990-10-21,21.17
1990-10-22,21.17
1990-10-23,21.17
1990-10-24,21.17
1990-10-25,21.17
1990-10-26,21.17
1990-10-27,21.17
1990-10-28,21.17
1990-10-29,21.17
1990-10-30,21.17
1990-10-31,21.17
1990-11-01,18.05
1990-11-02,18.05
1990-11-03,18.05
1990-11-04,18.05
1990-11-05,18.05
1990-11-06,18.05
1990-11-07,18.05
1990-11-08,18.05
1990-11-09,18.05
1990-11-10,18.05
1990-11-11,18.05
1990-11-12,18.05
1990-11-13,18.05
1990-11-14,18.05
1990-11-15,18.05
1990-11-16,18.05
1990-11-17,18.05
1990-11-18,18.05
1990-11-19,18.05
1990-11-20,18.05
1990-11-21,18.05
1990-11-22,18.05
1990-11-23,18.05
1990-11-24,18.05
1990-11-25,18.05
1990-11-26,18.05
1990-11-27,18.05
1990-11-28,18.05
1990-11-29,18.05
1990-11-30,18.05
1990-12-01,17.39
1990-12-02,17.39
1990-12-03,17.39
1990-12-04,17.39
1990-12-05,17.39
1990-12-06,17.39
1990-12-07,17.39
1990-12-08,17.39
1990-12-09,17.39
1990-12-10,17.39
1990-12-11,17.39
1990-12-12,17.39
1990-12-13,17.39
1990-12-14,17.39
1990-12-15,17.39
1990-12-16,17.39
1990-12-17,17.39
1990-12-18,17.39
1990-12-19,17.39
1990-12-20,17.39
1990-12-21,17.39
1990-12-22,17.39
1990-12-23,17.39
1990-12-24,17.39
1990-12-25,17.39
1990-12-26,17.39
1990-12-27,17.39
1990-12-28,17.39
1990-12-29,17.39
1990-12-30,17.39
1990-12-31,17.39
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
