Measure,Scenario,Period,Strategy,WYear,Value
GID Shortages,WW,2020s,Baseline,1963,334671.4484716
GID Shortages,WW,2020s,Baseline,1964,112815.4893048
GID Shortages,WW,2020s,Baseline,1965,48140.3838413
GID Shortages,WW,2020s,Baseline,1966,159362.7500421
GID Shortages,WW,2020s,Baseline,1967,318401.7977802
GID Shortages,WW,2020s,Baseline,1968,246781.1952524
GID Shortages,WW,2020s,Baseline,1969,137801.6972582
GID Shortages,WW,2020s,Baseline,1970,95874.1166632
GID Shortages,WW,2020s,Baseline,1971,323863.5799457
GID Shortages,WW,2020s,Baseline,1972,287522.4426057
GID Shortages,WW,2020s,Baseline,1973,566244.5660113
GID Shortages,WW,2020s,Baseline,1974,308592.7254075
GID Shortages,WW,2020s,Baseline,1975,30355.8976068
GID Shortages,WW,2020s,Baseline,1976,264621.7938532
GID Shortages,WW,2020s,Baseline,1977,195946.7434489
GID Shortages,WW,2020s,Baseline,1978,91691.057772
GID Shortages,WW,2020s,Baseline,1979,497162.7257447
GID Shortages,WW,2020s,Baseline,1980,122646.5385251
GID Shortages,WW,2020s,Baseline,1981,267057.4355091
GID Shortages,WW,2020s,Baseline,1982,58368.4047474
GID Shortages,WW,2020s,Baseline,1983,207881.936984
GID Shortages,WW,2020s,Baseline,1984,357211.0858494
GID Shortages,WW,2020s,Baseline,1985,332883.9056382
GID Shortages,WW,2020s,Baseline,1986,444195.0122868
GID Shortages,WW,2020s,Baseline,1987,269175.2459322
GID Shortages,WW,2020s,Baseline,1988,321674.800966
GID Shortages,WW,2020s,Baseline,1989,96049.3760724
GID Shortages,WW,2020s,Baseline,1990,124000.792337
GID Shortages,WW,2020s,Baseline,1991,130945.6546909
GID Shortages,WW,2020s,Baseline,1992,418261.8957554
GID Shortages,WW,2020s,Baseline,1993,78678.4631676
GID Shortages,WW,2020s,Baseline,1994,334780.2219664
GID Shortages,WW,2020s,Baseline,1995,123017.1102252
GID Shortages,WW,2020s,Baseline,1996,156112.2394061
GID Shortages,WW,2020s,Baseline,1997,51296.1837848
GID Shortages,WW,2020s,Baseline,1998,141964.6437636
GID Shortages,WW,2020s,Baseline,1999,130697.8994532
GID Shortages,WW,2050s,Baseline,1951,37421.533449
GID Shortages,WW,2050s,Baseline,1952,322252.38743
GID Shortages,WW,2050s,Baseline,1953,160881.631864
GID Shortages,WW,2050s,Baseline,1954,246355.6615986
GID Shortages,WW,2050s,Baseline,1955,108209.2372544
GID Shortages,WW,2050s,Baseline,1956,288113.3183187
GID Shortages,WW,2050s,Baseline,1957,151489.9410834
GID Shortages,WW,2050s,Baseline,1958,92166.3368534
GID Shortages,WW,2050s,Baseline,1959,308242.9999771
GID Shortages,WW,2050s,Baseline,1960,391606.8754828
GID Shortages,WW,2050s,Baseline,1961,497065.8729046
GID Shortages,WW,2050s,Baseline,1962,277934.527138
GID Shortages,WW,2050s,Baseline,1963,413138.6522495
GID Shortages,WW,2050s,Baseline,1964,109257.3821412
GID Shortages,WW,2050s,Baseline,1965,68945.0998448
GID Shortages,WW,2050s,Baseline,1966,245654.74297
GID Shortages,WW,2050s,Baseline,1967,398385.8404059
GID Shortages,WW,2050s,Baseline,1968,294326.7959448
GID Shortages,WW,2050s,Baseline,1969,222274.2729898
GID Shortages,WW,2050s,Baseline,1970,210362.464566
GID Shortages,WW,2050s,Baseline,1971,356132.633541
GID Shortages,WW,2050s,Baseline,1972,304027.9278801
GID Shortages,WW,2050s,Baseline,1973,614231.5482828
GID Shortages,WW,2050s,Baseline,1974,376943.795822
GID Shortages,WW,2050s,Baseline,1975,37874.5976664
GID Shortages,WW,2050s,Baseline,1976,320484.2032638
GID Shortages,WW,2050s,Baseline,1977,214611.0771407
GID Shortages,WW,2050s,Baseline,1978,95424.345006
GID Shortages,WW,2050s,Baseline,1979,431737.352919
GID Shortages,WW,2050s,Baseline,1980,166005.1530557
GID Shortages,WW,2050s,Baseline,1981,293924.5482288
GID Shortages,WW,2050s,Baseline,1982,67896.6772722
GID Shortages,WW,2050s,Baseline,1983,291536.0536548
GID Shortages,WW,2050s,Baseline,1984,536082.6716052
GID Shortages,WW,2050s,Baseline,1985,351105.8263465
GID Shortages,WW,2050s,Baseline,1986,456409.6370755
GID Shortages,WW,2050s,Baseline,1987,244041.2892985
GID Shortages,WW,2050s,Baseline,1988,293260.2444564
GID Shortages,WW,2050s,Baseline,1989,98924.376168
GID Shortages,WW,2050s,Baseline,1990,309266.9663646
GID Shortages,WW,2050s,Baseline,1991,190674.8983706
GID Shortages,WW,2050s,Baseline,1992,400541.4557672
GID Shortages,WW,2050s,Baseline,1993,89082.6360444
GID Shortages,WW,2050s,Baseline,1994,352297.4157837
GID Shortages,WW,2050s,Baseline,1995,128135.4148908
GID Shortages,WW,2050s,Baseline,1996,190891.5726334
GID Shortages,WW,2050s,Baseline,1997,107302.5137786
GID Shortages,WW,2050s,Baseline,1998,170353.7325184
GID Shortages,WW,2050s,Baseline,1999,166972.8285646
GID Shortages,WW,2080s,Baseline,1951,51082.3260494
GID Shortages,WW,2080s,Baseline,1952,320347.462842
GID Shortages,WW,2080s,Baseline,1953,330124.2443231
GID Shortages,WW,2080s,Baseline,1954,279072.3050341
GID Shortages,WW,2080s,Baseline,1955,136466.6236012
GID Shortages,WW,2080s,Baseline,1956,259209.6182724
GID Shortages,WW,2080s,Baseline,1957,162903.3034962
GID Shortages,WW,2080s,Baseline,1958,184716.8718458
GID Shortages,WW,2080s,Baseline,1959,527328.6664296
GID Shortages,WW,2080s,Baseline,1960,389707.226925
GID Shortages,WW,2080s,Baseline,1961,545947.6579972
GID Shortages,WW,2080s,Baseline,1962,330650.4787488
GID Shortages,WW,2080s,Baseline,1963,515028.0780511
GID Shortages,WW,2080s,Baseline,1964,144161.2971192
GID Shortages,WW,2080s,Baseline,1965,101054.2460887
GID Shortages,WW,2080s,Baseline,1966,352478.8636193
GID Shortages,WW,2080s,Baseline,1967,413027.3399131
GID Shortages,WW,2080s,Baseline,1968,296435.0460425
GID Shortages,WW,2080s,Baseline,1969,259681.8031406
GID Shortages,WW,2080s,Baseline,1970,209780.8516579
GID Shortages,WW,2080s,Baseline,1971,472868.4909702
GID Shortages,WW,2080s,Baseline,1972,372834.4625107
GID Shortages,WW,2080s,Baseline,1973,735372.9702678
GID Shortages,WW,2080s,Baseline,1974,407652.6320806
GID Shortages,WW,2080s,Baseline,1975,49050.419712
GID Shortages,WW,2080s,Baseline,1976,377083.8089693
GID Shortages,WW,2080s,Baseline,1977,263765.2521684
GID Shortages,WW,2080s,Baseline,1978,114362.1992108
GID Shortages,WW,2080s,Baseline,1979,470684.3136409
GID Shortages,WW,2080s,Baseline,1980,204855.3006069
GID Shortages,WW,2080s,Baseline,1981,306652.6735658
GID Shortages,WW,2080s,Baseline,1982,117744.332916
GID Shortages,WW,2080s,Baseline,1983,350590.7390222
GID Shortages,WW,2080s,Baseline,1984,588630.8811581
GID Shortages,WW,2080s,Baseline,1985,387107.1159367
GID Shortages,WW,2080s,Baseline,1986,505184.2949534
GID Shortages,WW,2080s,Baseline,1987,306825.156117
GID Shortages,WW,2080s,Baseline,1988,393012.1441431
GID Shortages,WW,2080s,Baseline,1989,113928.6920076
GID Shortages,WW,2080s,Baseline,1990,259822.2526513
GID Shortages,WW,2080s,Baseline,1991,306875.3577427
GID Shortages,WW,2080s,Baseline,1992,424911.9549632
GID Shortages,WW,2080s,Baseline,1993,87805.2020256
GID Shortages,WW,2080s,Baseline,1994,349250.7463596
GID Shortages,WW,2080s,Baseline,1995,165324.7633416
GID Shortages,WW,2080s,Baseline,1996,267735.4648939
GID Shortages,WW,2080s,Baseline,1997,85133.2299192
GID Shortages,WW,2080s,Baseline,1998,210249.9621476
GID Shortages,WW,2080s,Baseline,1999,218394.129637
