"","Measure","Scenario","Period","Strategy","WYear","Value"
"1850","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1987,1036.1845627
"1851","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1988,5821.48445
"1852","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1989,721.5467166
"1853","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1990,456.7534716
"1854","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1991,150.8825629
"1855","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1992,2825.8695437
"1856","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1993,78.3867344
"1857","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1994,1930.8088715
"1858","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1995,556.1451533
"1859","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1996,345.2626229
"1860","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1997,449.6129796
"1861","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1998,14.8561903
"1862","FSID and Broken O Shortages","WD","2080s","Add30kAcFtIncPSCCap",1999,193.785019
"1863","FSID and Broken O Shortages","WD","2080s","Baseline",1951,8.7074333
"1864","FSID and Broken O Shortages","WD","2080s","Baseline",1952,686.7169834
"1865","FSID and Broken O Shortages","WD","2080s","Baseline",1953,795.1136189
"1866","FSID and Broken O Shortages","WD","2080s","Baseline",1954,1070.9349571
"1867","FSID and Broken O Shortages","WD","2080s","Baseline",1955,168.9718093
"1868","FSID and Broken O Shortages","WD","2080s","Baseline",1956,655.338488
"1869","FSID and Broken O Shortages","WD","2080s","Baseline",1957,404.9055658
"1870","FSID and Broken O Shortages","WD","2080s","Baseline",1958,0
"1871","FSID and Broken O Shortages","WD","2080s","Baseline",1959,0
"1872","FSID and Broken O Shortages","WD","2080s","Baseline",1960,200.727164
"1873","FSID and Broken O Shortages","WD","2080s","Baseline",1961,415.0212628
"1874","FSID and Broken O Shortages","WD","2080s","Baseline",1962,969.718483
"1875","FSID and Broken O Shortages","WD","2080s","Baseline",1963,729.2029108
"1876","FSID and Broken O Shortages","WD","2080s","Baseline",1964,1301.4141711
"1877","FSID and Broken O Shortages","WD","2080s","Baseline",1965,0
"1878","FSID and Broken O Shortages","WD","2080s","Baseline",1966,4.7801627
"1879","FSID and Broken O Shortages","WD","2080s","Baseline",1967,126.9024106
"1880","FSID and Broken O Shortages","WD","2080s","Baseline",1968,319.140323
"1881","FSID and Broken O Shortages","WD","2080s","Baseline",1969,571.1798559
"1882","FSID and Broken O Shortages","WD","2080s","Baseline",1970,823.9731074
"1883","FSID and Broken O Shortages","WD","2080s","Baseline",1971,0
"1884","FSID and Broken O Shortages","WD","2080s","Baseline",1972,0
"1885","FSID and Broken O Shortages","WD","2080s","Baseline",1973,16544.4207905
"1886","FSID and Broken O Shortages","WD","2080s","Baseline",1974,1213.3679378
"1887","FSID and Broken O Shortages","WD","2080s","Baseline",1975,119.7817533
"1888","FSID and Broken O Shortages","WD","2080s","Baseline",1976,1068.5746278
"1889","FSID and Broken O Shortages","WD","2080s","Baseline",1977,12269.2892219
"1890","FSID and Broken O Shortages","WD","2080s","Baseline",1978,37.0710543
"1891","FSID and Broken O Shortages","WD","2080s","Baseline",1979,189.6990708
"1892","FSID and Broken O Shortages","WD","2080s","Baseline",1980,993.0639249
"1893","FSID and Broken O Shortages","WD","2080s","Baseline",1981,737.255799
"1894","FSID and Broken O Shortages","WD","2080s","Baseline",1982,181.2098192
"1895","FSID and Broken O Shortages","WD","2080s","Baseline",1983,2118.2269518
"1896","FSID and Broken O Shortages","WD","2080s","Baseline",1984,8780.5638389
"1897","FSID and Broken O Shortages","WD","2080s","Baseline",1985,5301.5376242
"1898","FSID and Broken O Shortages","WD","2080s","Baseline",1986,1348.6009224
"1899","FSID and Broken O Shortages","WD","2080s","Baseline",1987,933.4011473
"1900","FSID and Broken O Shortages","WD","2080s","Baseline",1988,5551.5540177
"1901","FSID and Broken O Shortages","WD","2080s","Baseline",1989,720.9318409
"1902","FSID and Broken O Shortages","WD","2080s","Baseline",1990,326.7370131
"1903","FSID and Broken O Shortages","WD","2080s","Baseline",1991,184.0065119
"1904","FSID and Broken O Shortages","WD","2080s","Baseline",1992,2655.9258341
"1905","FSID and Broken O Shortages","WD","2080s","Baseline",1993,82.6511949
"1906","FSID and Broken O Shortages","WD","2080s","Baseline",1994,1835.3246257
"1907","FSID and Broken O Shortages","WD","2080s","Baseline",1995,601.2294264
"1908","FSID and Broken O Shortages","WD","2080s","Baseline",1996,236.5089628
"1909","FSID and Broken O Shortages","WD","2080s","Baseline",1997,468.3171017
"1910","FSID and Broken O Shortages","WD","2080s","Baseline",1998,13.0115632
"1911","FSID and Broken O Shortages","WD","2080s","Baseline",1999,332.4692414
"1912","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1951,0
"1913","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1952,0
"1914","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1953,0
"1915","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1954,0
"1916","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1955,0
"1917","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1956,0
"1918","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1957,0
"1919","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1958,0
"1920","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1959,0
"1921","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1960,105.917298
"1922","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1961,110.8164689
"1923","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1962,0
"1924","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1963,77.1768177
"1925","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1964,152.9057023
"1926","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1965,0
"1927","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1966,0
"1928","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1967,0
"1929","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1968,6.2479305
"1930","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1969,0
"1931","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1970,0
"1932","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1971,0
"1933","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1972,0
"1934","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1973,2606.7357781
"1935","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1974,39.867747
"1936","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1975,0
"1937","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1976,0
"1938","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1977,3736.5401248
"1939","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1978,0
"1940","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1979,0
"1941","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1980,0
"1942","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1981,33.6198165
"1943","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1982,0
"1944","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1983,23.6231277
"1945","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1984,49.8644358
"1946","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1985,1140.8522746
"1947","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1986,0
"1948","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1987,30.8627932
"1949","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1988,513.8575729
"1950","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1989,475.2592467
"1951","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1990,0
"1952","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1991,0
"1953","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1992,934.6705681
"1954","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1993,0
"1955","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1994,945.3416367
"1956","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1995,415.1601057
"1957","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1996,0
"1958","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1997,0
"1959","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1998,0
"1960","FSID and Broken O Shortages","WW","2020s","Add30kAcFt",1999,0
"1961","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1951,0
"1962","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1952,0
"1963","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1953,0
"1964","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1954,0
"1965","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1955,0
"1966","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1956,0
"1967","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1957,0
"1968","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1958,0
"1969","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1959,0
"1970","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1960,105.917298
"1971","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1961,38.7371691
"1972","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1962,0
"1973","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1963,257.7320918
"1974","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1964,96.9123442
"1975","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1965,0
"1976","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1966,0
"1977","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1967,0
"1978","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1968,1.6462801
"1979","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1969,0
"1980","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1970,0
"1981","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1971,0
"1982","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1972,0
"1983","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1973,2190.4252598
"1984","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1974,39.8280776
"1985","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1975,0
"1986","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1976,0
"1987","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1977,3589.0096262
"1988","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1978,0
"1989","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1979,13.6661083
"1990","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1980,0
"1991","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1981,33.6198165
"1992","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1982,0
"1993","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1983,23.6231277
"1994","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1984,268.7403503
"1995","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1985,999.5300371
"1996","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1986,0
"1997","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1987,30.8627932
"1998","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1988,658.9682381
"1999","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1989,422.5187794
"2000","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1990,0
"2001","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1991,0
"2002","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1992,906.5449635
"2003","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1993,0
"2004","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1994,1073.5729722
"2005","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1995,304.5618185
"2006","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1996,0
"2007","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1997,0
"2008","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1998,0
"2009","FSID and Broken O Shortages","WW","2020s","Add30kAcFtIncPSCCap",1999,0
"2010","FSID and Broken O Shortages","WW","2020s","Baseline",1951,0
"2011","FSID and Broken O Shortages","WW","2020s","Baseline",1952,0
"2012","FSID and Broken O Shortages","WW","2020s","Baseline",1953,54.4462515
"2013","FSID and Broken O Shortages","WW","2020s","Baseline",1954,0
"2014","FSID and Broken O Shortages","WW","2020s","Baseline",1955,0
"2015","FSID and Broken O Shortages","WW","2020s","Baseline",1956,0
"2016","FSID and Broken O Shortages","WW","2020s","Baseline",1957,0
"2017","FSID and Broken O Shortages","WW","2020s","Baseline",1958,0
"2018","FSID and Broken O Shortages","WW","2020s","Baseline",1959,0
"2019","FSID and Broken O Shortages","WW","2020s","Baseline",1960,106.8098595
"2020","FSID and Broken O Shortages","WW","2020s","Baseline",1961,266.0428311
"2021","FSID and Broken O Shortages","WW","2020s","Baseline",1962,0
"2022","FSID and Broken O Shortages","WW","2020s","Baseline",1963,79.0611142
"2023","FSID and Broken O Shortages","WW","2020s","Baseline",1964,374.4989707
"2024","FSID and Broken O Shortages","WW","2020s","Baseline",1965,0
"2025","FSID and Broken O Shortages","WW","2020s","Baseline",1966,0
"2026","FSID and Broken O Shortages","WW","2020s","Baseline",1967,0
"2027","FSID and Broken O Shortages","WW","2020s","Baseline",1968,97.983418
"2028","FSID and Broken O Shortages","WW","2020s","Baseline",1969,0
"2029","FSID and Broken O Shortages","WW","2020s","Baseline",1970,0
"2030","FSID and Broken O Shortages","WW","2020s","Baseline",1971,0
"2031","FSID and Broken O Shortages","WW","2020s","Baseline",1972,0
"2032","FSID and Broken O Shortages","WW","2020s","Baseline",1973,3608.4674669
"2033","FSID and Broken O Shortages","WW","2020s","Baseline",1974,40.7008044
"2034","FSID and Broken O Shortages","WW","2020s","Baseline",1975,0
"2035","FSID and Broken O Shortages","WW","2020s","Baseline",1976,0
"2036","FSID and Broken O Shortages","WW","2020s","Baseline",1977,3636.7517491
"2037","FSID and Broken O Shortages","WW","2020s","Baseline",1978,0
"2038","FSID and Broken O Shortages","WW","2020s","Baseline",1979,0
"2039","FSID and Broken O Shortages","WW","2020s","Baseline",1980,46.0958428
"2040","FSID and Broken O Shortages","WW","2020s","Baseline",1981,33.6198165
"2041","FSID and Broken O Shortages","WW","2020s","Baseline",1982,0
"2042","FSID and Broken O Shortages","WW","2020s","Baseline",1983,23.6231277
"2043","FSID and Broken O Shortages","WW","2020s","Baseline",1984,46.9090655
"2044","FSID and Broken O Shortages","WW","2020s","Baseline",1985,1291.3976476
"2045","FSID and Broken O Shortages","WW","2020s","Baseline",1986,0
"2046","FSID and Broken O Shortages","WW","2020s","Baseline",1987,30.8627932
"2047","FSID and Broken O Shortages","WW","2020s","Baseline",1988,514.4724486
"2048","FSID and Broken O Shortages","WW","2020s","Baseline",1989,499.1600602
"2049","FSID and Broken O Shortages","WW","2020s","Baseline",1990,0
"2050","FSID and Broken O Shortages","WW","2020s","Baseline",1991,3.0148744
"2051","FSID and Broken O Shortages","WW","2020s","Baseline",1992,906.5449635
"2052","FSID and Broken O Shortages","WW","2020s","Baseline",1993,23.2462684
"2053","FSID and Broken O Shortages","WW","2020s","Baseline",1994,954.6837804
"2054","FSID and Broken O Shortages","WW","2020s","Baseline",1995,1071.9068574
"2055","FSID and Broken O Shortages","WW","2020s","Baseline",1996,0
"2056","FSID and Broken O Shortages","WW","2020s","Baseline",1997,0
"2057","FSID and Broken O Shortages","WW","2020s","Baseline",1998,0
"2058","FSID and Broken O Shortages","WW","2020s","Baseline",1999,0
"2059","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1951,0
"2060","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1952,0
"2061","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1953,0
"2062","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1954,0
"2063","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1955,0
"2064","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1956,0
"2065","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1957,0
"2066","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1958,0
"2067","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1959,0
"2068","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1960,85.8644163
"2069","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1961,51.2528648
"2070","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1962,0
"2071","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1963,0
"2072","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1964,79.8148328
"2073","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1965,0
"2074","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1966,0
"2075","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1967,0
"2076","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1968,0
"2077","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1969,0
"2078","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1970,0
"2079","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1971,0
"2080","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1972,0
"2081","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1973,4050.24574
"2082","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1974,275.8411729
"2083","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1975,0
"2084","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1976,0
"2085","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1977,4055.3829273
"2086","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1978,0
"2087","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1979,0
"2088","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1980,583.0806759
"2089","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1981,4.1256176
"2090","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1982,0
"2091","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1983,24.3371769
"2092","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1984,951.8275836
"2093","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1985,757.5665318
"2094","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1986,0
"2095","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1987,145.3486816
"2096","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1988,596.9649659
"2097","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1989,427.8741484
"2098","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1990,0
"2099","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1991,0
"2100","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1992,604.5219866
"2101","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1993,0
"2102","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1994,572.6674584
"2103","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1995,434.5386076
"2104","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1996,0
"2105","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1997,67.1999636
"2106","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1998,0
"2107","FSID and Broken O Shortages","WW","2050s","Add30kAcFt",1999,0
"2108","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1951,0
"2109","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1952,0
"2110","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1953,0
"2111","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1954,0
"2112","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1955,0
"2113","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1956,0
"2114","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1957,0
"2115","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1958,0
"2116","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1959,0
"2117","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1960,85.8644163
"2118","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1961,37.8247729
"2119","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1962,0
"2120","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1963,124.8197671
"2121","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1964,28.9784967
"2122","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1965,0
"2123","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1966,0
"2124","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1967,54.3669127
"2125","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1968,0
"2126","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1969,0
"2127","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1970,0
"2128","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1971,0
"2129","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1972,0
"2130","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1973,3790.0541454
"2131","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1974,275.7816688
"2132","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1975,0
"2133","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1976,0
"2134","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1977,4179.0919512
"2135","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1978,0
"2136","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1979,0.3173552
"2137","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1980,430.6906758
"2138","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1981,4.1256176
"2139","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1982,0
"2140","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1983,68.8660784
"2141","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1984,1165.0506086
"2142","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1985,1236.8522226
"2143","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1986,48.9123702
"2144","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1987,145.3486816
"2145","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1988,676.7004599
"2146","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1989,335.8609751
"2147","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1990,6.7834674
"2148","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1991,0
"2149","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1992,672.8326934
"2150","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1993,0
"2151","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1994,746.2210834
"2152","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1995,348.098985
"2153","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1996,0
"2154","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1997,25.7256059
"2155","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1998,0
"2156","FSID and Broken O Shortages","WW","2050s","Add30kAcFtIncPSCCap",1999,0
"2157","FSID and Broken O Shortages","WW","2050s","Baseline",1951,0
"2158","FSID and Broken O Shortages","WW","2050s","Baseline",1952,0
"2159","FSID and Broken O Shortages","WW","2050s","Baseline",1953,21.3818066
"2160","FSID and Broken O Shortages","WW","2050s","Baseline",1954,0
"2161","FSID and Broken O Shortages","WW","2050s","Baseline",1955,0
"2162","FSID and Broken O Shortages","WW","2050s","Baseline",1956,0
"2163","FSID and Broken O Shortages","WW","2050s","Baseline",1957,0
"2164","FSID and Broken O Shortages","WW","2050s","Baseline",1958,0
"2165","FSID and Broken O Shortages","WW","2050s","Baseline",1959,0
"2166","FSID and Broken O Shortages","WW","2050s","Baseline",1960,87.4313576
"2167","FSID and Broken O Shortages","WW","2050s","Baseline",1961,473.5137931
"2168","FSID and Broken O Shortages","WW","2050s","Baseline",1962,0
"2169","FSID and Broken O Shortages","WW","2050s","Baseline",1963,0
"2170","FSID and Broken O Shortages","WW","2050s","Baseline",1964,348.7336954
"2171","FSID and Broken O Shortages","WW","2050s","Baseline",1965,0
"2172","FSID and Broken O Shortages","WW","2050s","Baseline",1966,0
"2173","FSID and Broken O Shortages","WW","2050s","Baseline",1967,1.586776
"2174","FSID and Broken O Shortages","WW","2050s","Baseline",1968,114.049525
"2175","FSID and Broken O Shortages","WW","2050s","Baseline",1969,0
"2176","FSID and Broken O Shortages","WW","2050s","Baseline",1970,0
"2177","FSID and Broken O Shortages","WW","2050s","Baseline",1971,0
"2178","FSID and Broken O Shortages","WW","2050s","Baseline",1972,0
"2179","FSID and Broken O Shortages","WW","2050s","Baseline",1973,5079.0914637
"2180","FSID and Broken O Shortages","WW","2050s","Baseline",1974,284.6874491
"2181","FSID and Broken O Shortages","WW","2050s","Baseline",1975,10.710738
"2182","FSID and Broken O Shortages","WW","2050s","Baseline",1976,0
"2183","FSID and Broken O Shortages","WW","2050s","Baseline",1977,4080.1167982
"2184","FSID and Broken O Shortages","WW","2050s","Baseline",1978,0
"2185","FSID and Broken O Shortages","WW","2050s","Baseline",1979,0
"2186","FSID and Broken O Shortages","WW","2050s","Baseline",1980,784.065691
"2187","FSID and Broken O Shortages","WW","2050s","Baseline",1981,4.1256176
"2188","FSID and Broken O Shortages","WW","2050s","Baseline",1982,0
"2189","FSID and Broken O Shortages","WW","2050s","Baseline",1983,24.3371769
"2190","FSID and Broken O Shortages","WW","2050s","Baseline",1984,987.4110354
"2191","FSID and Broken O Shortages","WW","2050s","Baseline",1985,669.6591414
