"","Measure","Scenario","Period","Strategy","WYear","Value"
"6510","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1992,29955.4548485
"6511","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1993,6858.442566
"6512","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1994,25867.4835091
"6513","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1995,10235.9746208
"6514","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1996,16237.7961632
"6515","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1997,9597.3964543
"6516","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1998,14380.1178306
"6517","Other Irrigators Shortages","WD","2080s","Add30kAcFt",1999,15249.6314092
"6518","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1951,9068.1669889
"6519","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1952,21500.4974448
"6520","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1953,14693.149066
"6521","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1954,15675.9386163
"6522","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1955,8614.5473999
"6523","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1956,17310.6154168
"6524","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1957,11359.7492187
"6525","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1958,8691.8828952
"6526","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1959,17454.6550082
"6527","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1960,21216.0876815
"6528","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1961,21551.3139462
"6529","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1962,15517.2610163
"6530","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1963,27623.588343
"6531","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1964,9844.7748327
"6532","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1965,7426.508374
"6533","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1966,16934.7280171
"6534","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1967,15145.8959282
"6535","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1968,17515.3095208
"6536","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1969,14306.6501018
"6537","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1970,18468.882558
"6538","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1971,19717.278576
"6539","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1972,17885.4448575
"6540","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1973,48188.3044765
"6541","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1974,23525.3227943
"6542","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1975,6139.4148563
"6543","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1976,19100.3003978
"6544","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1977,38116.3231553
"6545","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1978,10245.9713096
"6546","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1979,22955.1545081
"6547","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1980,10720.4173336
"6548","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1981,16993.5577373
"6549","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1982,11403.4053934
"6550","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1983,26853.8631401
"6551","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1984,34390.5334379
"6552","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1985,29172.1032067
"6553","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1986,26674.8351379
"6554","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1987,20220.0683863
"6555","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1988,32369.1394915
"6556","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1989,9389.9254923
"6557","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1990,18911.989756
"6558","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1991,13188.6275669
"6559","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1992,29546.760855
"6560","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1993,6858.442566
"6561","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1994,25752.5414226
"6562","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1995,10235.9746208
"6563","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1996,15883.4690824
"6564","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1997,9597.3964543
"6565","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1998,14380.1178306
"6566","Other Irrigators Shortages","WD","2080s","Add30kAcFtIncPSCCap",1999,15141.6711371
"6567","Other Irrigators Shortages","WD","2080s","Baseline",1951,9068.1669889
"6568","Other Irrigators Shortages","WD","2080s","Baseline",1952,23286.4733369
"6569","Other Irrigators Shortages","WD","2080s","Baseline",1953,15061.4001062
"6570","Other Irrigators Shortages","WD","2080s","Baseline",1954,15675.9386163
"6571","Other Irrigators Shortages","WD","2080s","Baseline",1955,9304.5966129
"6572","Other Irrigators Shortages","WD","2080s","Baseline",1956,18747.0443908
"6573","Other Irrigators Shortages","WD","2080s","Baseline",1957,11619.8218051
"6574","Other Irrigators Shortages","WD","2080s","Baseline",1958,8691.8828952
"6575","Other Irrigators Shortages","WD","2080s","Baseline",1959,17991.0448003
"6576","Other Irrigators Shortages","WD","2080s","Baseline",1960,22746.1959436
"6577","Other Irrigators Shortages","WD","2080s","Baseline",1961,22927.9809691
"6578","Other Irrigators Shortages","WD","2080s","Baseline",1962,15927.7798022
"6579","Other Irrigators Shortages","WD","2080s","Baseline",1963,29291.686613
"6580","Other Irrigators Shortages","WD","2080s","Baseline",1964,9789.2575074
"6581","Other Irrigators Shortages","WD","2080s","Baseline",1965,7426.508374
"6582","Other Irrigators Shortages","WD","2080s","Baseline",1966,18696.2477241
"6583","Other Irrigators Shortages","WD","2080s","Baseline",1967,16631.1777683
"6584","Other Irrigators Shortages","WD","2080s","Baseline",1968,18783.1832142
"6585","Other Irrigators Shortages","WD","2080s","Baseline",1969,16196.420979
"6586","Other Irrigators Shortages","WD","2080s","Baseline",1970,19488.981179
"6587","Other Irrigators Shortages","WD","2080s","Baseline",1971,20992.3721002
"6588","Other Irrigators Shortages","WD","2080s","Baseline",1972,19565.7811374
"6589","Other Irrigators Shortages","WD","2080s","Baseline",1973,48766.3273039
"6590","Other Irrigators Shortages","WD","2080s","Baseline",1974,24625.9106279
"6591","Other Irrigators Shortages","WD","2080s","Baseline",1975,6139.4148563
"6592","Other Irrigators Shortages","WD","2080s","Baseline",1976,20980.5109496
"6593","Other Irrigators Shortages","WD","2080s","Baseline",1977,37958.3397698
"6594","Other Irrigators Shortages","WD","2080s","Baseline",1978,10245.9713096
"6595","Other Irrigators Shortages","WD","2080s","Baseline",1979,25010.4459568
"6596","Other Irrigators Shortages","WD","2080s","Baseline",1980,10718.9694005
"6597","Other Irrigators Shortages","WD","2080s","Baseline",1981,18486.1784164
"6598","Other Irrigators Shortages","WD","2080s","Baseline",1982,12948.1318294
"6599","Other Irrigators Shortages","WD","2080s","Baseline",1983,26565.4269327
"6600","Other Irrigators Shortages","WD","2080s","Baseline",1984,35034.6058163
"6601","Other Irrigators Shortages","WD","2080s","Baseline",1985,29929.4713915
"6602","Other Irrigators Shortages","WD","2080s","Baseline",1986,28176.6789525
"6603","Other Irrigators Shortages","WD","2080s","Baseline",1987,21956.5765366
"6604","Other Irrigators Shortages","WD","2080s","Baseline",1988,32235.4139441
"6605","Other Irrigators Shortages","WD","2080s","Baseline",1989,9389.9254923
"6606","Other Irrigators Shortages","WD","2080s","Baseline",1990,20333.0865069
"6607","Other Irrigators Shortages","WD","2080s","Baseline",1991,13486.1282322
"6608","Other Irrigators Shortages","WD","2080s","Baseline",1992,30468.6182069
"6609","Other Irrigators Shortages","WD","2080s","Baseline",1993,6858.442566
"6610","Other Irrigators Shortages","WD","2080s","Baseline",1994,27239.8464021
"6611","Other Irrigators Shortages","WD","2080s","Baseline",1995,10235.9746208
"6612","Other Irrigators Shortages","WD","2080s","Baseline",1996,17625.3722711
"6613","Other Irrigators Shortages","WD","2080s","Baseline",1997,9597.3964543
"6614","Other Irrigators Shortages","WD","2080s","Baseline",1998,14380.1178306
"6615","Other Irrigators Shortages","WD","2080s","Baseline",1999,16807.8652759
"6616","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1951,4737.4784256
"6617","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1952,12522.4791674
"6618","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1953,5763.170432
"6619","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1954,7974.1841104
"6620","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1955,4737.7759461
"6621","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1956,10856.9792431
"6622","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1957,8472.3722703
"6623","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1958,4692.4338219
"6624","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1959,10001.9251608
"6625","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1960,16887.9379598
"6626","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1961,17259.3823867
"6627","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1962,10087.135032
"6628","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1963,15856.5732292
"6629","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1964,6549.3386012
"6630","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1965,5112.195578
"6631","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1966,11680.5159871
"6632","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1967,11733.7324872
"6633","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1968,11662.5060795
"6634","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1969,8049.4567969
"6635","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1970,8744.0679909
"6636","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1971,14584.7524305
"6637","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1972,12645.811332
"6638","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1973,31087.6195245
"6639","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1974,12975.8409053
"6640","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1975,2223.7872252
"6641","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1976,11272.0798447
"6642","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1977,21875.7699688
"6643","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1978,6031.5140883
"6644","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1979,14511.9392468
"6645","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1980,7777.5032252
"6646","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1981,11745.3754561
"6647","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1982,7491.7447023
"6648","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1983,11922.1026331
"6649","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1984,16701.5116145
"6650","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1985,20898.2961181
"6651","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1986,17087.792397
"6652","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1987,10088.9003203
"6653","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1988,18985.7351706
"6654","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1989,6584.128665
"6655","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1990,10436.7216195
"6656","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1991,8767.6117798
"6657","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1992,18109.9141574
"6658","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1993,3871.2177378
"6659","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1994,18157.279421
"6660","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1995,7393.6621108
"6661","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1996,9233.6280563
"6662","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1997,5650.8663606
"6663","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1998,8978.1174509
"6664","Other Irrigators Shortages","WW","2020s","Add30kAcFt",1999,10430.6918707
"6665","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1951,4737.4784256
"6666","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1952,12522.4791674
"6667","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1953,5763.170432
"6668","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1954,7974.1841104
"6669","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1955,4737.7759461
"6670","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1956,10856.9792431
"6671","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1957,8472.3722703
"6672","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1958,4692.4338219
"6673","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1959,10001.9251608
"6674","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1960,16887.9379598
"6675","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1961,17259.3823867
"6676","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1962,10087.135032
"6677","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1963,15856.5732292
"6678","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1964,6549.3386012
"6679","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1965,5112.195578
"6680","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1966,11680.5159871
"6681","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1967,11733.7324872
"6682","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1968,11662.5060795
"6683","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1969,8049.4567969
"6684","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1970,8744.0679909
"6685","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1971,14584.7524305
"6686","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1972,12645.811332
"6687","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1973,31043.8046722
"6688","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1974,12959.0607491
"6689","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1975,2223.7872252
"6690","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1976,11272.0798447
"6691","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1977,21296.51739
"6692","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1978,6031.5140883
"6693","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1979,14511.9392468
"6694","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1980,7777.5032252
"6695","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1981,11745.3754561
"6696","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1982,7491.7447023
"6697","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1983,11922.1026331
"6698","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1984,16197.5713916
"6699","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1985,20339.4732803
"6700","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1986,17087.792397
"6701","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1987,10088.9003203
"6702","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1988,18742.4427404
"6703","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1989,6584.128665
"6704","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1990,10436.7216195
"6705","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1991,8767.6117798
"6706","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1992,18109.9141574
"6707","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1993,3871.2177378
"6708","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1994,17892.1688208
"6709","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1995,7353.4373392
"6710","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1996,9233.6280563
"6711","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1997,5650.8663606
"6712","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1998,8978.1174509
"6713","Other Irrigators Shortages","WW","2020s","Add30kAcFtIncPSCCap",1999,10430.6918707
"6714","Other Irrigators Shortages","WW","2020s","Baseline",1951,4737.4784256
"6715","Other Irrigators Shortages","WW","2020s","Baseline",1952,12522.4791674
"6716","Other Irrigators Shortages","WW","2020s","Baseline",1953,5763.170432
"6717","Other Irrigators Shortages","WW","2020s","Baseline",1954,7974.1841104
"6718","Other Irrigators Shortages","WW","2020s","Baseline",1955,4737.7759461
"6719","Other Irrigators Shortages","WW","2020s","Baseline",1956,10892.622199
"6720","Other Irrigators Shortages","WW","2020s","Baseline",1957,8472.3722703
"6721","Other Irrigators Shortages","WW","2020s","Baseline",1958,4692.4338219
"6722","Other Irrigators Shortages","WW","2020s","Baseline",1959,10001.9251608
"6723","Other Irrigators Shortages","WW","2020s","Baseline",1960,16981.7362561
"6724","Other Irrigators Shortages","WW","2020s","Baseline",1961,17266.8799033
"6725","Other Irrigators Shortages","WW","2020s","Baseline",1962,10087.135032
"6726","Other Irrigators Shortages","WW","2020s","Baseline",1963,17315.494753
"6727","Other Irrigators Shortages","WW","2020s","Baseline",1964,6549.3386012
"6728","Other Irrigators Shortages","WW","2020s","Baseline",1965,5112.195578
"6729","Other Irrigators Shortages","WW","2020s","Baseline",1966,11861.7654757
"6730","Other Irrigators Shortages","WW","2020s","Baseline",1967,12350.7900042
"6731","Other Irrigators Shortages","WW","2020s","Baseline",1968,11662.5060795
"6732","Other Irrigators Shortages","WW","2020s","Baseline",1969,8049.4567969
"6733","Other Irrigators Shortages","WW","2020s","Baseline",1970,8744.0679909
"6734","Other Irrigators Shortages","WW","2020s","Baseline",1971,14878.7225192
"6735","Other Irrigators Shortages","WW","2020s","Baseline",1972,12645.811332
"6736","Other Irrigators Shortages","WW","2020s","Baseline",1973,32475.8501775
"6737","Other Irrigators Shortages","WW","2020s","Baseline",1974,12919.0144898
"6738","Other Irrigators Shortages","WW","2020s","Baseline",1975,2223.7872252
"6739","Other Irrigators Shortages","WW","2020s","Baseline",1976,11272.0798447
"6740","Other Irrigators Shortages","WW","2020s","Baseline",1977,22765.8918007
"6741","Other Irrigators Shortages","WW","2020s","Baseline",1978,6031.5140883
"6742","Other Irrigators Shortages","WW","2020s","Baseline",1979,15904.9897319
"6743","Other Irrigators Shortages","WW","2020s","Baseline",1980,7777.5032252
"6744","Other Irrigators Shortages","WW","2020s","Baseline",1981,11745.3754561
"6745","Other Irrigators Shortages","WW","2020s","Baseline",1982,7491.7447023
"6746","Other Irrigators Shortages","WW","2020s","Baseline",1983,11922.1026331
"6747","Other Irrigators Shortages","WW","2020s","Baseline",1984,18064.9885619
"6748","Other Irrigators Shortages","WW","2020s","Baseline",1985,21198.1174433
"6749","Other Irrigators Shortages","WW","2020s","Baseline",1986,17087.792397
"6750","Other Irrigators Shortages","WW","2020s","Baseline",1987,10088.9003203
"6751","Other Irrigators Shortages","WW","2020s","Baseline",1988,20352.9410416
"6752","Other Irrigators Shortages","WW","2020s","Baseline",1989,6584.128665
"6753","Other Irrigators Shortages","WW","2020s","Baseline",1990,10436.7216195
"6754","Other Irrigators Shortages","WW","2020s","Baseline",1991,8767.6117798
"6755","Other Irrigators Shortages","WW","2020s","Baseline",1992,18153.907522
"6756","Other Irrigators Shortages","WW","2020s","Baseline",1993,3871.2177378
"6757","Other Irrigators Shortages","WW","2020s","Baseline",1994,19550.7662695
"6758","Other Irrigators Shortages","WW","2020s","Baseline",1995,7353.4373392
"6759","Other Irrigators Shortages","WW","2020s","Baseline",1996,9233.6280563
"6760","Other Irrigators Shortages","WW","2020s","Baseline",1997,5650.8663606
"6761","Other Irrigators Shortages","WW","2020s","Baseline",1998,8978.1174509
"6762","Other Irrigators Shortages","WW","2020s","Baseline",1999,10430.6918707
"6763","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1951,5317.1276984
"6764","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1952,13223.8738288
"6765","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1953,7571.8173862
"6766","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1954,9847.730203
"6767","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1955,6759.5070824
"6768","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1956,12399.4841927
"6769","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1957,8283.8831162
"6770","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1958,6009.4380672
"6771","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1959,11591.597027
"6772","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1960,16430.470439
"6773","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1961,17839.0713289
"6774","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1962,11573.8648052
"6775","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1963,17029.5577178
"6776","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1964,5907.6463868
"6777","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1965,5656.5390848
"6778","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1966,12300.6677173
"6779","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1967,12094.7438619
"6780","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1968,12176.3438177
"6781","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1969,11501.1706297
"6782","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1970,9876.1929975
"6783","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1971,15458.9073289
"6784","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1972,12832.5351978
"6785","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1973,35586.3079968
"6786","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1974,13465.381136
"6787","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1975,2815.7141773
"6788","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1976,12328.5553055
"6789","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1977,23688.7210529
"6790","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1978,6594.1055191
"6791","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1979,16082.9268256
"6792","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1980,9168.6495791
"6793","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1981,12525.7320582
"6794","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1982,8112.9476716
"6795","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1983,13735.5892541
"6796","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1984,20998.5803613
"6797","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1985,19838.7264441
"6798","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1986,17650.2053155
"6799","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1987,11120.1857121
"6800","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1988,20400.1277929
"6801","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1989,6655.9897831
"6802","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1990,12024.4100157
"6803","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1991,9184.1801492
"6804","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1992,18608.7965318
"6805","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1993,4399.3562947
"6806","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1994,17680.1557125
"6807","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1995,6957.3780496
"6808","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1996,10736.5826141
"6809","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1997,7245.5564059
"6810","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1998,10595.1810378
"6811","Other Irrigators Shortages","WW","2050s","Add30kAcFt",1999,11111.39894
"6812","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1951,5317.1276984
"6813","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1952,13223.8738288
"6814","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1953,7571.8173862
"6815","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1954,9847.730203
"6816","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1955,6759.5070824
"6817","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1956,12399.4841927
"6818","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1957,8283.8831162
"6819","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1958,6009.4380672
"6820","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1959,11591.597027
"6821","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1960,16430.470439
"6822","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1961,17839.0713289
"6823","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1962,11573.8648052
"6824","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1963,16649.9017251
"6825","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1964,5907.6463868
"6826","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1965,5656.5390848
"6827","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1966,12300.6677173
"6828","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1967,12094.7438619
"6829","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1968,12176.3438177
"6830","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1969,11501.1706297
"6831","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1970,9876.1929975
"6832","Other Irrigators Shortages","WW","2050s","Add30kAcFtIncPSCCap",1971,15458.9073289
