Measure,File,Slot
TotalShortage,DiversionShortage.rdf,Water Users Big Hole_Headwaters.Diversion Shortage
TotalShortage,DiversionShortage.rdf,Water Users Big Hole_Miners Lake Rd to Wisdom.Diversion Shortage
TotalShortage,DiversionShortage.rdf,Water Users Big Hole_Tribs above Wisdom.Diversion Shortage
ISF,ReachOutflow.rdf,Big Hole_Miners Lake Rd to Wisdom.Outflow
