Measure,File,Slot
GID Shortages,DepletionShortage.rdf,GID East Users.Depletion Shortage
GID Shortages,DepletionShortage.rdf,GID Middle Users.Depletion Shortage
GID Shortages,DepletionShortage.rdf,Freezeout Area Irrigators.Depletion Shortage
